id,active
167794892741,0.05
110782570359,0.45
239831937935,0.21
171061636689,0.36
221289214313,0.18
139846679021,0.12
124222752441,0.14
95434445986,0.28
260012516687,0.23
54848019820,0.13
96509040686,0.13
37888287867,0.37
282132433254,0.64
131329681553,0.05
158381058434,0.06
263319086709,0.21
96063908497,0.13
138044834638,0.34
13805832842,0.39
255673844391,0.27
208891668639,0.02
294237169885,0.06
139701228836,0.37
272398271058,0.32
170512005091,0.26
202271914437,0.06
73449827604,0.09
242735496060,0.23
92811202165,0.18
130302259301,0.15
240821887980,0.12
265010406384,0.17
207601907232,0.24
254946548151,0.56
182225831057,0.43
207175962488,0.07
121973777184,0.1
5298762115,0.05
6065141651,0.14
36854979056,0.18
277360419205,0.38
241413287793,0.07
17029712405,0.63
186016771681,0.14
158080311881,0.3
177224037441,0.17
128591021539,0.07
7780869761,0.06
20084386530,0.06
218033311318,0.21
54365526730,0.59
16232149637,0.49
53452246190,0.07
44347055881,0.11
74762171504,0.23
173484841612,0.44
273492648239,0.12
39850791021,0.2
33320622747,0.04
207465589094,0.12
216798530838,0.15
250289254579,0.16
141456478055,0.4
294774318445,0.12
132318984035,0.02
274469723161,0.31
64169426410,0.28
140711366586,0.04
264591551825,0.06
201860697269,0.3
163319335649,0.0
274132162429,0.29
35932659590,0.22
165043471385,0.07
198294749673,0.22
100044563116,0.33
171466042698,0.32
108687839677,0.05
201962101690,0.2
132124719238,0.42
224603439323,0.25
169701919400,0.3
240456093346,0.07
192866635828,0.15
149434231821,0.08
167604274318,0.29
279270622881,0.25
204494611784,0.14
11716658900,0.31
117720552347,0.4
65156801855,0.1
22434781436,0.33
44832146763,0.09
231895897397,0.04
53893245546,0.21
205722550218,0.22
41138137607,0.06
232259312176,0.02
109133986557,0.38
267730714560,0.6
291840154022,0.02
72070256689,0.08
212609495122,0.16
166854670732,0.03
178303072346,0.01
63618029260,0.03
47587207136,0.07
48357360459,0.1
39160066115,0.54
86737737599,0.19
273117086169,0.16
183658242011,0.32
37612055590,0.43
87082347328,0.02
41566283737,0.41
231215365098,0.16
40297616183,0.35
188461927409,0.06
38506496203,0.23
85218295091,0.01
106467244723,0.23
134819678765,0.06
114558607274,0.09
114863625117,0.24
85466557800,0.27
61319975697,0.32
52386879800,0.63
218229014270,0.09
99534637400,0.06
239649968326,0.31
249813502722,0.37
3089581233,0.43
250706737940,0.32
106310798271,0.01
274086782069,0.02
135417252781,0.35
37391119339,0.27
124457642507,0.17
40668747051,0.12
235708507072,0.46
16663343766,0.09
127707788838,0.29
12914943756,0.18
60665889248,0.04
253470933909,0.52
73014545,0.26
23038413583,0.01
82248224632,0.14
238794801004,0.29
222677371212,0.16
83037358082,0.19
156513417292,0.15
264068070182,0.06
183132489138,0.11
247685517940,0.29
207205963405,0.14
275978263766,0.44
11545605082,0.04
287269525068,0.15
288471089547,0.2
215993887409,0.09
140947917398,0.04
50457209193,0.41
169666362992,0.17
266286433398,0.21
49480146740,0.16
229057891431,0.33
73005184939,0.2
158885164316,0.47
178069490923,0.34
38751257966,0.19
97502052061,0.03
37670350038,0.24
261875714421,0.15
297338749245,0.32
67529376718,0.2
159815292748,0.04
266696061962,0.14
226214919321,0.07
298245814860,0.04
113949503140,0.45
279224015203,0.31
22281675578,0.22
225668728659,0.12
243837622462,0.18
191851126446,0.27
248353419860,0.05
224541981445,0.25
227744819535,0.26
182323189324,0.04
56023997966,0.32
2230028890,0.29
108261988307,0.12
105656423257,0.3
8826040830,0.16
159115474666,0.12
195934475713,0.2
74225039492,0.06
243275801620,0.27
173866649819,0.01
15077071912,0.33
208642861751,0.32
260385741242,0.06
132881618118,0.15
66529257462,0.25
213228470161,0.08
42809639263,0.1
113192885007,0.26
134627123275,0.32
184259388908,0.53
221068813410,0.03
65783139082,0.43
118625679101,0.17
65171248462,0.06
116503340599,0.25
40988883042,0.01
23931036871,0.5
137898169159,0.22
258467880056,0.1
297029605906,0.06
7604562886,0.07
149907574343,0.22
52318877236,0.12
120046903736,0.12
75306338466,0.17
172165103405,0.07
269468814745,0.25
208411657833,0.22
279757300220,0.01
292862991325,0.24
14346456649,0.06
77460599707,0.44
290108998884,0.24
208434186969,0.21
296880294787,0.61
109790621404,0.19
115658427690,0.02
199850062464,0.31
274842690630,0.1
267127266049,0.2
204317460149,0.45
168205205652,0.14
247804731968,0.5
262990264665,0.19
9394567814,0.35
291724157234,0.44
142848210568,0.01
97324023325,0.03
248294338702,0.16
43141792798,0.06
288019435934,0.15
131967038792,0.09
106770216014,0.08
297005743183,0.21
84760064074,0.42
138763522630,0.19
209542937353,0.03
52524142443,0.43
112380118272,0.37
32969394682,0.65
125573593489,0.07
52367340873,0.66
228507713696,0.33
278251498938,0.73
99976438662,0.09
145728119760,0.04
236311139638,0.06
227788828660,0.16
283285026372,0.12
92761291372,0.17
146416707307,0.05
71597303688,0.12
155118601999,0.34
25717607737,0.54
72136022172,0.34
273374492350,0.04
230613593803,0.13
202866293187,0.28
99783299710,0.15
239460190094,0.24
230057085239,0.29
102606367454,0.09
234254002579,0.21
186250244725,0.56
93237892128,0.05
2251981252,0.09
14803453147,0.5
26814000128,0.38
19846157407,0.05
153773373524,0.1
148995060961,0.23
185215910830,0.14
179506307186,0.2
241264264611,0.04
80975457192,0.18
188313381588,0.03
211728978843,0.17
227810524218,0.02
285766119715,0.04
220783331363,0.24
156806614410,0.15
66740815248,0.1
62170048137,0.07
53278950035,0.03
37115014632,0.17
231527627614,0.26
85211110240,0.07
283246388425,0.17
39428358812,0.59
32074615182,0.25
171121046266,0.19
20931899751,0.08
35229086671,0.03
142585856696,0.11
115104316735,0.46
200302246923,0.06
140674346643,0.05
90801767611,0.48
19976897532,0.32
222561814194,0.32
82341871747,0.14
238017308390,0.01
181621549029,0.03
191067195597,0.11
20826293164,0.55
98112556030,0.11
61819022927,0.07
21765692191,0.09
161254548603,0.29
177647926052,0.28
281030324841,0.26
211886868536,0.29
282715814384,0.18
179829917711,0.15
107720047663,0.28
136483771054,0.54
6475997248,0.11
123449623051,0.09
250922042887,0.14
167246106489,0.11
67417832874,0.07
63641309059,0.02
205511968794,0.11
237134574500,0.13
177764036153,0.31
113141427807,0.2
119857368671,0.12
190954714627,0.07
132308564696,0.25
217754928640,0.66
139379704000,0.02
156606710405,0.17
212645031786,0.09
41736945065,0.1
43935507692,0.19
32071728363,0.16
170700376318,0.41
174513253779,0.36
70807726328,0.01
34757266986,0.24
73394961528,0.1
146277842409,0.24
134946935408,0.11
34518974431,0.22
211129425024,0.12
213627292571,0.04
13667673976,0.0
295552496100,0.11
117635939841,0.15
223827884891,0.18
145152355839,0.3
273717414847,0.13
126474660701,0.4
152745719493,0.2
246803882076,0.36
217990015668,0.27
65552052840,0.06
251017338255,0.05
66079246776,0.31
269178547881,0.33
217094915064,0.06
101940763967,0.18
190557958288,0.42
294913323335,0.13
284002030214,0.13
127912847114,0.3
38117560091,0.02
5196339519,0.2
18079659308,0.12
282362833925,0.02
183066244177,0.11
154216210968,0.07
68268764794,0.09
176474398104,0.07
57408822422,0.56
295054409128,0.1
210047032610,0.26
177214870780,0.43
148233507915,0.05
38553541279,0.13
100844443923,0.1
290182742320,0.18
85742587353,0.07
182967910189,0.07
5085151506,0.26
243244478178,0.03
263228096707,0.72
129123171995,0.12
116060145611,0.06
249164983686,0.18
267728316799,0.14
27934751775,0.22
71759628070,0.15
271281347977,0.07
255550546435,0.46
299158883427,0.13
1769726239,0.46
70257594803,0.56
53589510919,0.22
219925574923,0.18
91124848294,0.09
8750069740,0.34
159669632439,0.44
212156248497,0.15
28238490641,0.29
285603516593,0.14
231981920116,0.45
178677665264,0.34
237598886170,0.24
4667978926,0.03
245197836759,0.17
137653921224,0.08
233364796350,0.38
194893688807,0.01
253747914866,0.07
182244331223,0.07
153402695675,0.1
149442019435,0.1
277722568907,0.09
282627890872,0.04
253437864476,0.05
109149083,0.61
253670567295,0.48
185425358566,0.04
291750108847,0.04
76185203355,0.29
237533085782,0.49
88609968029,0.04
113112825789,0.23
52290375831,0.07
28572658009,0.1
27287524426,0.21
189834378157,0.08
41761849408,0.4
65222858968,0.18
44679782289,0.25
70319552155,0.38
272994187956,0.18
112785624342,0.37
163824969158,0.47
278305749647,0.62
29651948393,0.13
18560382859,0.35
133613957177,0.04
268645437065,0.26
275336818015,0.17
40106010940,0.25
156487198918,0.34
294146360503,0.05
97415477690,0.3
220745365289,0.03
51531562540,0.29
195185699601,0.18
283508292038,0.13
267215907928,0.26
292814705251,0.58
72961879992,0.18
67084659718,0.02
174118710293,0.18
40077213508,0.0
110652172642,0.3
61947053168,0.35
24236463442,0.11
280188650283,0.42
266137876509,0.28
178658518658,0.09
241948320419,0.38
205727244225,0.15
97854917191,0.5
236254626738,0.09
251553879548,0.34
235436624446,0.59
247300857912,0.45
3656887884,0.01
42821912283,0.2
166442334307,0.15
105767649406,0.37
234914167358,0.1
25156289540,0.26
125582731697,0.09
1874307024,0.7
224597338627,0.35
116243558347,0.14
212131047623,0.08
275812616530,0.02
129731612387,0.13
246684224047,0.27
225909207625,0.33
224321220761,0.1
266238887610,0.26
75976842031,0.26
188848991732,0.06
173872663102,0.5
22482551883,0.32
125923742801,0.15
18212887105,0.08
71161996278,0.34
87365860486,0.56
275453371868,0.11
57290913822,0.26
92072753073,0.02
218533616073,0.05
134457139071,0.04
19865497873,0.07
250771733137,0.29
113612091624,0.16
271858396553,0.17
61585397715,0.41
272668167243,0.13
36395566531,0.35
272908546680,0.36
203380532092,0.09
292864507530,0.31
26192671959,0.17
203266498427,0.33
141597339341,0.08
228081393003,0.04
107249206343,0.14
190801191695,0.08
176136345434,0.15
29913936861,0.26
259924202191,0.4
124045024631,0.04
100782485829,0.13
218257767939,0.14
257224851041,0.09
58608751369,0.08
142837055306,0.05
33579433709,0.02
70094360397,0.09
296182460355,0.03
224014999157,0.14
125766452150,0.02
234005160465,0.0
102349522309,0.57
271965648271,0.24
116694078444,0.28
104875526781,0.24
268329145534,0.12
73922319795,0.29
100163867017,0.29
5673354425,0.28
93657511220,0.09
263371454174,0.36
238157356886,0.37
276677385469,0.2
299170095494,0.1
180302596344,0.09
222581646086,0.14
63119346154,0.05
212903299159,0.03
74514537315,0.1
13238310207,0.09
62149769690,0.19
32596517710,0.07
197470465050,0.02
246345531843,0.65
151643211327,0.15
288297701956,0.0
289878303846,0.15
171091659395,0.18
64991288019,0.62
296393654226,0.43
268888501019,0.37
204915378670,0.39
239301306879,0.1
24313093362,0.27
257639235527,0.21
63053990781,0.77
45316575320,0.23
118740511129,0.36
203009430226,0.18
53144646528,0.09
232384898401,0.21
287858308751,0.09
24547680520,0.16
82858321994,0.29
295092276086,0.19
273624344721,0.08
271892682254,0.31
286978302355,0.1
196516421959,0.34
159245877954,0.0
241395344911,0.05
28832854220,0.08
252576686562,0.15
120806075160,0.33
161672988987,0.29
116417238285,0.11
126116674057,0.13
98874152607,0.18
125933969589,0.22
266244279335,0.02
48583841973,0.18
18295819751,0.06
288546785872,0.25
217062926172,0.15
140231279917,0.24
269867139304,0.26
23298083082,0.24
285711670056,0.73
173800666318,0.12
29596411944,0.1
271199663612,0.26
290293163255,0.33
35669155846,0.3
152375719932,0.04
63003321969,0.15
278791403731,0.01
181251756299,0.11
78268385445,0.04
91134437091,0.03
31082371185,0.12
219834199492,0.44
287206277505,0.12
197739307628,0.21
107011788615,0.26
92696067062,0.18
212907793816,0.01
51080996681,0.33
87320969906,0.26
101480174651,0.17
16846870653,0.6
260312856369,0.05
21673357389,0.31
233172414078,0.03
216945072254,0.16
230596751790,0.16
222484204404,0.5
177353750538,0.35
105952013086,0.13
52392586060,0.31
118825912560,0.04
119980547477,0.26
58751179246,0.12
215218932745,0.04
8391077877,0.21
91522164394,0.09
9631407234,0.16
187632894595,0.08
13070744576,0.13
261146376011,0.2
210405431872,0.05
140302400343,0.45
71169729597,0.06
251236515925,0.19
149361952304,0.31
263729106939,0.07
86227903602,0.06
131431133410,0.19
94272603331,0.12
250604998825,0.18
298465151898,0.12
92158007286,0.02
104186093365,0.12
178644115884,0.16
161898468547,0.37
201899628985,0.27
144152120964,0.31
223515343612,0.1
269142134410,0.15
32751899269,0.19
95788842771,0.09
15914431554,0.09
50138804380,0.08
294941927228,0.22
166320268950,0.26
187213939429,0.02
3111767831,0.24
257319413784,0.09
224700156064,0.1
48318594621,0.35
219611556356,0.05
219878115182,0.15
216448221510,0.28
31557235777,0.39
75960396317,0.27
289064048716,0.74
279805821449,0.4
262413067172,0.4
154139892976,0.32
238647380851,0.43
85392800542,0.15
29698177002,0.02
58120477452,0.11
175757553025,0.22
159740450009,0.05
174230856214,0.14
199267254445,0.09
244794692843,0.69
24434481680,0.24
181798188774,0.18
257713988778,0.31
156813033760,0.53
41407002619,0.12
200034635408,0.12
70824832089,0.24
178230887730,0.14
219638621645,0.23
149143053068,0.13
290280859285,0.07
194545779034,0.19
280445346860,0.04
284837796810,0.16
292366691353,0.47
279927480339,0.12
62842059261,0.55
177434151706,0.2
250035912310,0.02
288795333841,0.1
205547049156,0.11
17788899327,0.23
98234472466,0.1
296247163878,0.12
17489078357,0.31
49729490082,0.03
131564176269,0.27
99626769330,0.12
91643626485,0.3
297919529670,0.06
192096739235,0.06
44803204361,0.07
87638401847,0.13
98529664011,0.31
41590887210,0.45
7763386565,0.07
30264064289,0.1
167767388531,0.12
49262988491,0.1
136057485152,0.22
171282787632,0.03
230940401445,0.21
119962709974,0.17
240986662416,0.12
77821792855,0.47
66813162222,0.25
56525178680,0.24
136507143151,0.12
287659898584,0.1
184245965091,0.34
227026255363,0.41
15981002019,0.09
95816487898,0.14
294354802002,0.21
125373466917,0.16
18853842425,0.05
196273788300,0.2
122561490763,0.09
74859705271,0.32
104968912877,0.14
109577101579,0.05
257132350733,0.36
111925258196,0.27
52166206027,0.15
198460676166,0.34
10464501483,0.25
271147154592,0.03
73053302235,0.07
188758976682,0.32
38852751513,0.2
50320781542,0.26
63695057477,0.34
16782095954,0.02
105097138809,0.26
124988212814,0.24
49869411094,0.25
9711445800,0.1
161649107721,0.1
250557198892,0.17
144199186202,0.19
49587961189,0.44
73902816394,0.09
96878912667,0.04
191223380590,0.52
275494139369,0.04
206784839977,0.08
88445927852,0.48
89394691040,0.22
43855063264,0.23
234273114433,0.42
278813126443,0.19
170820824951,0.03
42645317020,0.04
29208659250,0.03
105259747137,0.11
231850044377,0.18
137992947520,0.62
118709343638,0.6
251053645854,0.44
37553042187,0.31
28013015781,0.02
214405492551,0.3
260122411977,0.14
224963678605,0.2
285731734199,0.37
63747572787,0.21
287616769470,0.01
71151442254,0.07
242620159819,0.1
86179641018,0.37
221964306123,0.17
18394407383,0.05
24211303592,0.38
194532199683,0.48
41642658305,0.37
95823442126,0.22
253110908753,0.32
60498316374,0.01
278724790882,0.12
161160842136,0.38
13496387436,0.13
296576202334,0.18
133022184950,0.12
252416826507,0.15
115987666885,0.08
53528951421,0.19
200966240117,0.12
77858706200,0.58
271187555808,0.49
61676243890,0.29
135683616081,0.23
87562219838,0.07
214322567339,0.05
217644147883,0.21
18200438216,0.18
299371959006,0.26
37128291814,0.03
52384806767,0.32
280572001098,0.32
230589790449,0.64
108794099310,0.4
42653410073,0.24
257923495467,0.19
161565990560,0.21
121950303457,0.17
281230236080,0.13
71672870981,0.2
37995223665,0.09
292039851216,0.04
269966502335,0.18
70569240573,0.26
107957900558,0.31
152989474257,0.23
112238435790,0.08
157608969669,0.19
103074195848,0.14
192650881355,0.32
117012163399,0.25
186264488085,0.27
44157315632,0.12
142939453752,0.15
134868725641,0.3
62256981881,0.09
174511616853,0.14
145303217051,0.25
197787632141,0.11
256365309161,0.37
33094811372,0.16
193229095283,0.24
271533491296,0.29
192492500804,0.04
142057732901,0.24
258083109171,0.15
220573509388,0.32
172369652492,0.23
23331386156,0.08
211871375961,0.16
226501704499,0.11
164854657703,0.27
154893577551,0.08
186302506798,0.24
98307952936,0.06
76572065768,0.03
44856496584,0.13
153291747269,0.28
42857262097,0.22
174922830205,0.17
287608749792,0.1
121547763188,0.26
264674992011,0.43
285454649046,0.08
288742362618,0.24
295733515376,0.07
102909092387,0.12
169411471186,0.37
42548928399,0.2
173045360436,0.17
12559673240,0.59
273803587080,0.12
197210560689,0.42
23150758928,0.11
85388561739,0.45
223358708124,0.1
99996478115,0.24
299693501682,0.15
259744237807,0.23
270817646414,0.19
244930051446,0.11
225623218923,0.11
278795659782,0.09
268324032334,0.08
107852653782,0.09
5044193353,0.15
28395768446,0.14
115743894823,0.19
171237678640,0.13
206713870000,0.05
258424284787,0.08
153311506479,0.05
291273124637,0.35
124758463567,0.1
171597477911,0.22
148701306576,0.24
125540206286,0.08
77208869447,0.09
134183419956,0.17
178835411655,0.5
64202557220,0.06
162318319866,0.02
280080971121,0.09
202094873659,0.29
12477943376,0.04
139509001792,0.23
19922615526,0.15
211310518898,0.29
165439060661,0.37
200634822087,0.07
149289293978,0.27
114377659373,0.32
224224344470,0.1
200812424962,0.15
4921420418,0.04
123334812590,0.1
191301227310,0.64
185445300179,0.28
275209516555,0.23
82045604629,0.18
2172015024,0.17
134879865997,0.41
30835590819,0.08
218077374034,0.43
54578693274,0.32
104830066032,0.37
93479605741,0.08
66083786884,0.3
167658639769,0.38
109727955662,0.09
26746417057,0.03
114355263709,0.0
169911248774,0.08
61581163200,0.43
288083304092,0.04
185241551464,0.19
49839797081,0.28
148751479738,0.07
275087320518,0.05
139765439894,0.15
242044914140,0.06
143673288288,0.07
105480330378,0.08
154833552128,0.4
135946708943,0.09
212422129430,0.42
114441833098,0.43
167307397414,0.29
281730980542,0.13
193199523118,0.37
42372016366,0.33
16652531814,0.15
281133361884,0.34
227063385402,0.05
55239060817,0.09
73788116671,0.05
294440939357,0.03
55684320157,0.17
39654763017,0.35
73384268021,0.21
28801791256,0.05
275920090000,0.24
33650748143,0.21
171587544343,0.15
150503178309,0.04
87067548475,0.06
13360205702,0.14
30324043846,0.45
267656465134,0.13
73204567955,0.03
58896491735,0.04
133634504056,0.13
273752750217,0.09
23472147725,0.09
37939364195,0.22
207249403843,0.18
203972538546,0.17
77651817,0.22
210221358220,0.53
39861511452,0.38
105738045562,0.46
272667922021,0.04
295340220850,0.3
146691382713,0.1
4391275876,0.06
109272087790,0.46
149619017763,0.12
203284047051,0.3
137141506970,0.17
122824012528,0.01
203331939008,0.04
214848969726,0.37
263068316413,0.22
77607952074,0.08
69076926370,0.16
107401728492,0.15
288849895326,0.45
55316893894,0.29
139203932397,0.21
160389066165,0.41
115541654050,0.24
240081710419,0.12
857905492,0.17
2901863838,0.13
53152059133,0.11
172715848162,0.23
214511682615,0.36
238493550518,0.08
31980984487,0.17
115828922119,0.12
293594386244,0.07
109628910808,0.08
134251046943,0.03
25662296801,0.29
155609830315,0.08
2285385134,0.21
251718223064,0.08
141382014398,0.6
140765752263,0.08
66691672708,0.41
24049219021,0.04
211166304414,0.51
122377564333,0.28
275630655737,0.58
31353978415,0.28
100031703589,0.22
269755625090,0.14
59543038246,0.08
257648712474,0.17
137494053705,0.2
177726802893,0.15
298817516703,0.3
43076069056,0.09
90924508007,0.35
64928248528,0.24
263000250624,0.21
170510195186,0.21
254347048298,0.03
96513460895,0.08
190042569288,0.12
255900222850,0.06
297382990474,0.15
216420080965,0.55
178557423090,0.39
20572278114,0.33
32021111272,0.29
7070130221,0.13
272287756109,0.09
51033469191,0.26
107249108276,0.48
147885479830,0.57
142010166909,0.26
134726973444,0.08
178090515743,0.36
89193658478,0.07
164670088086,0.45
15240571968,0.19
257398513080,0.44
26517642928,0.08
237605989451,0.09
51593148712,0.1
13702231202,0.39
188785348385,0.18
298649986119,0.12
171573044873,0.33
229751284051,0.07
164509209521,0.25
204661802506,0.09
14111248593,0.1
285922583679,0.08
234419360884,0.06
296119172457,0.19
231063052192,0.22
171569366646,0.46
63468822726,0.14
194533869975,0.1
258023875002,0.18
108385360358,0.23
161110715446,0.01
123448994349,0.39
266329602141,0.13
206294015106,0.18
267046847482,0.2
107701395477,0.37
293199963281,0.45
54579184191,0.0
174120021254,0.02
128328061275,0.14
287130290810,0.12
88756326638,0.12
31321977049,0.42
183986333120,0.09
296165155225,0.11
95078523803,0.36
11407345668,0.08
191952194606,0.11
128578364481,0.11
236195299564,0.1
254974464136,0.0
155203697527,0.38
140446489215,0.23
104205930485,0.35
287126379981,0.05
114098833761,0.21
107538091432,0.28
191166511344,0.44
51540005748,0.09
156583056221,0.19
160422891413,0.13
295351966223,0.28
227150711039,0.23
183859627852,0.13
257048339042,0.15
195752326420,0.14
112751309058,0.15
200062219773,0.23
19536032471,0.08
187549310601,0.37
56817704458,0.44
183905034316,0.24
160383812518,0.26
125401108021,0.54
53734063561,0.27
52175796837,0.1
225079521247,0.55
223275448942,0.2
36329040851,0.44
184828392332,0.08
37922190465,0.14
268189840876,0.11
143272492650,0.2
182003980973,0.11
106899098316,0.57
111414713393,0.25
288535133287,0.17
178957517849,0.15
211595540716,0.44
162213904957,0.06
131528197683,0.48
30181913560,0.47
267139397121,0.26
68095758912,0.11
86794595440,0.06
254881720451,0.48
43109556159,0.14
94042698718,0.24
43421157468,0.09
141786812606,0.15
17844359399,0.41
177011664203,0.12
285438810637,0.16
264033896207,0.5
168560216715,0.2
83961834687,0.01
191202650394,0.03
240395498315,0.14
54592054791,0.05
202416653883,0.21
99654475692,0.08
87082873450,0.1
271803472212,0.32
129023323225,0.17
38645346500,0.45
243230672245,0.23
88691019540,0.09
84678323678,0.02
4895929488,0.44
227441175269,0.02
172429816398,0.41
112172821309,0.12
268584323843,0.22
270693098740,0.18
262883283407,0.1
174340528231,0.31
218496900235,0.18
250094897433,0.25
224957540527,0.13
244525153239,0.35
234071549717,0.05
217303890450,0.18
297544697552,0.16
37917718266,0.1
6530909137,0.33
193891170007,0.11
148417562255,0.44
213746623425,0.11
44468794298,0.22
107817812332,0.17
103722872575,0.35
277645824392,0.33
44815020352,0.11
15471786498,0.06
72301515569,0.21
4679126581,0.37
157018310426,0.09
126197780355,0.25
159386574738,0.16
287028317615,0.19
208088048633,0.07
198614791851,0.13
1203798246,0.37
116067167671,0.23
190756713085,0.08
165457388308,0.24
254019965010,0.78
38047587892,0.04
140234229606,0.0
119756652059,0.4
184679150202,0.23
183135337473,0.32
195481081776,0.23
141894422679,0.43
51738195984,0.17
100122834231,0.04
205342375303,0.25
168883123162,0.27
287515584236,0.19
64943817613,0.42
163654725494,0.09
185759886401,0.03
156636903365,0.08
255690277176,0.34
159516170314,0.41
48568126956,0.31
44249270361,0.11
166909254274,0.37
210979769140,0.15
184686458393,0.07
259079545201,0.04
43704728304,0.19
85473485853,0.21
211903923446,0.43
29824416563,0.08
171156266368,0.04
175017060751,0.26
233074619594,0.04
93308043575,0.15
53268027110,0.18
77755613779,0.32
278866146218,0.42
24013826366,0.11
103413068547,0.01
144108687661,0.21
15198980869,0.19
19666736086,0.3
46138281583,0.21
5267874426,0.06
49170966692,0.13
145489560751,0.03
55710455358,0.3
104129031641,0.03
115197018418,0.17
237616111768,0.12
48077653937,0.01
140880646638,0.36
109875208353,0.08
20932794933,0.48
244908084853,0.46
85645615710,0.49
177020591704,0.07
14810818245,0.19
154209338600,0.08
160746861234,0.29
68820990326,0.11
259901479880,0.34
150810948882,0.34
150437434085,0.21
274037396879,0.24
124987363759,0.22
14878108295,0.11
15999535328,0.07
245407756294,0.71
291267236834,0.07
152568174797,0.02
241053281576,0.0
178888663583,0.26
166403863686,0.29
100636821545,0.32
160053568886,0.05
18821741595,0.24
234351478781,0.07
228821808293,0.32
126207026290,0.13
267208109348,0.31
255849013473,0.28
283909881862,0.6
243573552140,0.41
178696638930,0.04
198851441715,0.05
84169713442,0.01
115530958322,0.61
114279368948,0.28
242182626586,0.26
180344212984,0.13
272670169701,0.17
37970804965,0.41
275790769844,0.06
125524569378,0.01
41588987123,0.07
107819860379,0.11
74501652766,0.16
261823839725,0.3
81051653427,0.02
162239403114,0.06
172970160585,0.29
280033065241,0.02
36707755289,0.33
259341201756,0.03
70935149449,0.2
55141005995,0.21
52428171277,0.29
158428132206,0.18
243915246896,0.25
285800328097,0.19
228118865398,0.29
149927947099,0.26
255681017031,0.05
259270604954,0.24
274718868879,0.33
12874622300,0.17
33560639987,0.24
243002067560,0.02
